ImageID,ID,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside
frame_000020,42,tomato_flower,1,0.5344907407,0.5788981481,0.126265625,0.1510520833,0,-1,-1,-1,-1
frame_000020,43,tomato_flower,1,0.5000648148,0.5365555556,0.1322708333,0.1496979167,0,-1,-1,-1,-1
frame_000030,44,tomato_flower,1,0.512962963,0.5490740741,0.1578125,0.1744791667,0,-1,-1,-1,-1
frame_000030,45,tomato_flower,1,0.6018518519,0.6805555556,0.3838541667,0.4255208333,0,-1,-1,-1,-1
frame_000030,46,tomato_flower,1,0.6157407407,0.6787037037,0.4244791667,0.453125,0,-1,-1,-1,-1
frame_000030,47,tomato_flower,1,0.6064814815,0.6787037037,0.4463541667,0.4796875,0,-1,-1,-1,-1
frame_000030,48,tomato_flower,1,0.5712962963,0.5962962963,0.4234375,0.4463541667,0,-1,-1,-1,-1
frame_000030,49,tomato_flower,1,0.5324074074,0.5518518519,0.425,0.4411458333,0,-1,-1,-1,-1
frame_000030,50,tomato_flower,1,0.5287037037,0.562037037,0.453125,0.4739583333,0,-1,-1,-1,-1
frame_000030,51,tomato_flower,1,0.5259259259,0.5564814815,0.4979166667,0.5145833333,0,-1,-1,-1,-1
frame_000030,52,tomato_flower,1,0.4703703704,0.4972222222,0.5026041667,0.515625,0,-1,-1,-1,-1
frame_000030,53,tomato_flower,1,0.7305555556,0.7675925926,0.4963541667,0.5140625,0,-1,-1,-1,-1
frame_000030,54,tomato_flower,1,0.8527777778,0.8925925926,0.4671875,0.5005208333,0,-1,-1,-1,-1
frame_000030,55,tomato_flower,1,0.5193703704,0.5332592593,0.2149947917,0.2222864583,0,-1,-1,-1,-1
frame_000030,56,tomato_flower,1,0.5351851852,0.5787037037,0.1255208333,0.15,0,-1,-1,-1,-1
frame_000030,57,tomato_flower,1,0.4957407407,0.5361111111,0.13125,0.1484375,0,-1,-1,-1,-1
frame_000040,58,tomato_flower,1,0.512962963,0.5490740741,0.1572916667,0.1739583333,0,-1,-1,-1,-1
frame_000040,59,tomato_flower,1,0.6027777778,0.6814814815,0.3838541667,0.4255208333,0,-1,-1,-1,-1
frame_000040,60,tomato_flower,1,0.6166666667,0.6796296296,0.4244791667,0.453125,0,-1,-1,-1,-1
frame_000040,61,tomato_flower,1,0.6074074074,0.6796296296,0.4463541667,0.4796875,0,-1,-1,-1,-1
frame_000040,62,tomato_flower,1,0.5712962963,0.5962962963,0.4234375,0.4463541667,0,-1,-1,-1,-1
frame_000040,63,tomato_flower,1,0.5333333333,0.5527777778,0.425,0.4411458333,0,-1,-1,-1,-1
frame_000040,64,tomato_flower,1,0.5296296296,0.562962963,0.453125,0.4739583333,0,-1,-1,-1,-1
frame_000040,65,tomato_flower,1,0.5259259259,0.5564814815,0.4979166667,0.5145833333,0,-1,-1,-1,-1
frame_000040,66,tomato_flower,1,0.4722222222,0.4990740741,0.5026041667,0.515625,0,-1,-1,-1,-1
frame_000040,67,tomato_flower,1,0.7314814815,0.7685185185,0.4963541667,0.5140625,0,-1,-1,-1,-1
frame_000040,68,tomato_flower,1,0.8527777778,0.8925925926,0.4671875,0.5005208333,0,-1,-1,-1,-1
frame_000040,69,tomato_flower,1,0.5212962963,0.5351851852,0.2140625,0.2213541667,0,-1,-1,-1,-1
frame_000040,70,tomato_flower,1,0.5333333333,0.5768518519,0.1255208333,0.15,0,-1,-1,-1,-1
frame_000040,71,tomato_flower,1,0.4944444444,0.5342592593,0.1307291667,0.1479166667,0,-1,-1,-1,-1
frame_000050,72,tomato_flower,1,0.5126388889,0.54875,0.1553125,0.170625,0,-1,-1,-1,-1
frame_000050,73,tomato_flower,1,0.6027777778,0.6814814815,0.3848958333,0.4265625,0,-1,-1,-1,-1
frame_000050,74,tomato_flower,1,0.6157407407,0.6787037037,0.425,0.4536458333,0,-1,-1,-1,-1
frame_000050,75,tomato_flower,1,0.6074074074,0.6796296296,0.446875,0.4802083333,0,-1,-1,-1,-1
frame_000050,76,tomato_flower,1,0.5712962963,0.5962962963,0.4234375,0.4463541667,0,-1,-1,-1,-1
frame_000050,77,tomato_flower,1,0.5324074074,0.5518518519,0.425,0.4411458333,0,-1,-1,-1,-1
frame_000050,78,tomato_flower,1,0.5296296296,0.562962963,0.453125,0.4739583333,0,-1,-1,-1,-1
frame_000050,79,tomato_flower,1,0.5259259259,0.5564814815,0.4979166667,0.5145833333,0,-1,-1,-1,-1
frame_000050,80,tomato_flower,1,0.4722222222,0.4990740741,0.5026041667,0.515625,0,-1,-1,-1,-1
frame_000050,81,tomato_flower,1,0.7314814815,0.7685185185,0.496875,0.5145833333,0,-1,-1,-1,-1
frame_000050,82,tomato_flower,1,0.8527777778,0.8925925926,0.4677083333,0.5010416667,0,-1,-1,-1,-1
frame_000050,83,tomato_flower,1,0.5166666667,0.5305555556,0.2135416667,0.2208333333,0,-1,-1,-1,-1
frame_000050,84,tomato_flower,1,0.5342592593,0.5777777778,0.1225520833,0.1484375,0,-1,-1,-1,-1
frame_000050,85,tomato_flower,1,0.4944444444,0.5342592593,0.1296875,0.146875,0,-1,-1,-1,-1
frame_000060,86,tomato_flower,1,0.512037037,0.5501851852,0.1526041667,0.1686979167,0,-1,-1,-1,-1
frame_000060,87,tomato_flower,1,0.6009259259,0.6796296296,0.3859375,0.4276041667,0,-1,-1,-1,-1
frame_000060,88,tomato_flower,1,0.6138888889,0.6768518519,0.4260416667,0.4546875,0,-1,-1,-1,-1
frame_000060,89,tomato_flower,1,0.6064814815,0.6787037037,0.4479166667,0.48125,0,-1,-1,-1,-1
frame_000060,90,tomato_flower,1,0.5712962963,0.5962962963,0.4254375,0.4478645833,0,-1,-1,-1,-1
frame_000060,91,tomato_flower,1,0.5329074074,0.5523518519,0.4264010417,0.442546875,0,-1,-1,-1,-1
frame_000060,92,tomato_flower,1,0.5296296296,0.562962963,0.453125,0.4739583333,0,-1,-1,-1,-1
frame_000060,93,tomato_flower,1,0.5259259259,0.557037037,0.4979166667,0.5153645833,0,-1,-1,-1,-1
frame_000060,94,tomato_flower,1,0.4722222222,0.4990740741,0.5026041667,0.515625,0,-1,-1,-1,-1
frame_000060,95,tomato_flower,1,0.7305555556,0.7675925926,0.4973958333,0.5151041667,0,-1,-1,-1,-1
frame_000060,96,tomato_flower,1,0.8527777778,0.8925925926,0.4677083333,0.5010416667,0,-1,-1,-1,-1
frame_000060,97,tomato_flower,1,0.5190462963,0.5329351852,0.214359375,0.2216510417,0,-1,-1,-1,-1
frame_000060,98,tomato_flower,1,0.5361111111,0.5796296296,0.1208333333,0.1463541667,0,-1,-1,-1,-1
frame_000060,99,tomato_flower,1,0.4974537037,0.5372685185,0.126859375,0.144046875,0,-1,-1,-1,-1
frame_000070,100,tomato_flower,1,0.512037037,0.55,0.1505208333,0.1661458333,0,-1,-1,-1,-1
frame_000070,101,tomato_flower,1,0.5990740741,0.6777777778,0.3864583333,0.428125,0,-1,-1,-1,-1
frame_000070,102,tomato_flower,1,0.612962963,0.6759259259,0.4265625,0.4552083333,0,-1,-1,-1,-1
frame_000070,103,tomato_flower,1,0.6055555556,0.6777777778,0.4484375,0.4817708333,0,-1,-1,-1,-1
frame_000070,104,tomato_flower,1,0.5722222222,0.5962037037,0.4250416667,0.4474375,0,-1,-1,-1,-1
frame_000070,105,tomato_flower,1,0.5314814815,0.5509259259,0.4260416667,0.4421875,0,-1,-1,-1,-1
frame_000070,106,tomato_flower,1,0.5296296296,0.562962963,0.453125,0.4739583333,0,-1,-1,-1,-1
frame_000070,107,tomato_flower,1,0.525,0.5555555556,0.4979166667,0.5151041667,0,-1,-1,-1,-1
frame_000070,108,tomato_flower,1,0.4712962963,0.4981481481,0.5020833333,0.5151041667,0,-1,-1,-1,-1
frame_000070,109,tomato_flower,1,0.7297037037,0.7667407407,0.497765625,0.5154739583,0,-1,-1,-1,-1
frame_000070,110,tomato_flower,1,0.8518518519,0.8916666667,0.4682291667,0.5015625,0,-1,-1,-1,-1
frame_000070,111,tomato_flower,1,0.5194444444,0.5333333333,0.2145833333,0.221875,0,-1,-1,-1,-1
frame_000070,112,tomato_flower,1,0.5396851852,0.5832037037,0.1200208333,0.1455416667,0,-1,-1,-1,-1
frame_000070,113,tomato_flower,1,0.5009259259,0.5407407407,0.125,0.1421875,0,-1,-1,-1,-1
frame_000080,114,tomato_flower,1,0.5138888889,0.5518518519,0.15,0.165625,0,-1,-1,-1,-1
frame_000080,115,tomato_flower,1,0.5990740741,0.6777777778,0.3838541667,0.4276041667,0,-1,-1,-1,-1
frame_000080,116,tomato_flower,1,0.612962963,0.6759259259,0.4260416667,0.4546875,0,-1,-1,-1,-1
frame_000080,117,tomato_flower,1,0.6046296296,0.6768518519,0.4479166667,0.48125,0,-1,-1,-1,-1
frame_000080,118,tomato_flower,1,0.5731481481,0.5962962963,0.4244791667,0.446875,0,-1,-1,-1,-1
frame_000080,119,tomato_flower,1,0.5314814815,0.5509259259,0.4260416667,0.4421875,0,-1,-1,-1,-1
frame_000080,120,tomato_flower,1,0.5287037037,0.562037037,0.453125,0.4739583333,0,-1,-1,-1,-1
frame_000080,121,tomato_flower,1,0.5259259259,0.5564814815,0.4979166667,0.5151041667,0,-1,-1,-1,-1
frame_000080,122,tomato_flower,1,0.4712962963,0.4981481481,0.5020833333,0.5151041667,0,-1,-1,-1,-1
frame_000080,123,tomato_flower,1,0.7287037037,0.7657407407,0.496875,0.5145833333,0,-1,-1,-1,-1
frame_000080,124,tomato_flower,1,0.8518518519,0.8916666667,0.4682291667,0.5015625,0,-1,-1,-1,-1
frame_000080,125,tomato_flower,1,0.5198981481,0.533787037,0.2140520833,0.22134375,0,-1,-1,-1,-1
frame_000080,126,tomato_flower,1,0.5398148148,0.5833333333,0.11875,0.1442708333,0,-1,-1,-1,-1
frame_000080,127,tomato_flower,1,0.5027777778,0.5425925926,0.1239583333,0.1411458333,0,-1,-1,-1,-1
frame_000090,128,tomato_flower,1,0.5138888889,0.5518518519,0.1494791667,0.1670833333,0,-1,-1,-1,-1
frame_000090,129,tomato_flower,1,0.5990740741,0.6777777778,0.3817708333,0.4255208333,0,-1,-1,-1,-1
frame_000090,130,tomato_flower,1,0.6138888889,0.6768518519,0.4244791667,0.453125,0,-1,-1,-1,-1
frame_000090,131,tomato_flower,1,0.6046296296,0.6768518519,0.4463541667,0.4796875,0,-1,-1,-1,-1
frame_000090,132,tomato_flower,1,0.5712962963,0.5944444444,0.4239583333,0.4463541667,0,-1,-1,-1,-1
frame_000090,133,tomato_flower,1,0.5296296296,0.5490740741,0.4255208333,0.4416666667,0,-1,-1,-1,-1
frame_000090,134,tomato_flower,1,0.5277777778,0.5611111111,0.453125,0.4739583333,0,-1,-1,-1,-1
frame_000090,135,tomato_flower,1,0.5259259259,0.5564814815,0.4973958333,0.5145833333,0,-1,-1,-1,-1
frame_000090,136,tomato_flower,1,0.4703703704,0.4972222222,0.5020833333,0.5151041667,0,-1,-1,-1,-1
frame_000090,137,tomato_flower,1,0.7296296296,0.7666666667,0.4958333333,0.5135416667,0,-1,-1,-1,-1
frame_000090,138,tomato_flower,1,0.8518518519,0.8916666667,0.4671875,0.5005208333,0,-1,-1,-1,-1
frame_000090,139,tomato_flower,1,0.5194444444,0.5333333333,0.2130208333,0.2203125,0,-1,-1,-1,-1
frame_000090,140,tomato_flower,1,0.5416666667,0.5851851852,0.1182291667,0.14375,0,-1,-1,-1,-1
frame_000090,141,tomato_flower,1,0.5027777778,0.5425925926,0.1234375,0.140625,0,-1,-1,-1,-1
frame_000100,142,tomato_flower,1,0.5148148148,0.5516666667,0.1516666667,0.16796875,0,-1,-1,-1,-1
frame_000100,143,tomato_flower,1,0.6,0.6787037037,0.3802083333,0.4239583333,0,-1,-1,-1,-1
frame_000100,144,tomato_flower,1,0.6138888889,0.6768518519,0.4229166667,0.4515625,0,-1,-1,-1,-1
frame_000100,145,tomato_flower,1,0.6046296296,0.6768518519,0.4447916667,0.478125,0,-1,-1,-1,-1
frame_000100,146,tomato_flower,1,0.5683333333,0.5935185185,0.4234375,0.4458333333,0,-1,-1,-1,-1
frame_000100,147,tomato_flower,1,0.5287037037,0.5481481481,0.425,0.4411458333,0,-1,-1,-1,-1
frame_000100,148,tomato_flower,1,0.5277777778,0.5611111111,0.4526041667,0.4734375,0,-1,-1,-1,-1
frame_000100,149,tomato_flower,1,0.525,0.5555555556,0.4973958333,0.5145833333,0,-1,-1,-1,-1
frame_000100,150,tomato_flower,1,0.4703703704,0.4972222222,0.5020833333,0.5151041667,0,-1,-1,-1,-1
frame_000100,151,tomato_flower,1,0.7287037037,0.7657407407,0.4958333333,0.5135416667,0,-1,-1,-1,-1
frame_000100,152,tomato_flower,1,0.8509259259,0.8907407407,0.4661458333,0.4994791667,0,-1,-1,-1,-1
frame_000100,153,tomato_flower,1,0.5203703704,0.5342592593,0.2140625,0.2213541667,0,-1,-1,-1,-1
frame_000100,154,tomato_flower,1,0.5388888889,0.5824074074,0.12078125,0.1467708333,0,-1,-1,-1,-1
frame_000100,155,tomato_flower,1,0.5018518519,0.5416666667,0.1234375,0.1438541667,0,-1,-1,-1,-1
frame_000110,156,tomato_flower,1,0.5101574074,0.5491666667,0.1540208333,0.1701666667,0,-1,-1,-1,-1
frame_000110,157,tomato_flower,1,0.6,0.6787037037,0.3802083333,0.4239583333,0,-1,-1,-1,-1
frame_000110,158,tomato_flower,1,0.6138888889,0.6768518519,0.4229166667,0.4515625,0,-1,-1,-1,-1
frame_000110,159,tomato_flower,1,0.6037037037,0.6759259259,0.4442708333,0.4776041667,0,-1,-1,-1,-1
frame_000110,160,tomato_flower,1,0.565462963,0.5925925926,0.4229166667,0.44734375,0,-1,-1,-1,-1
frame_000110,161,tomato_flower,1,0.5287037037,0.5481481481,0.425,0.4411458333,0,-1,-1,-1,-1
frame_000110,162,tomato_flower,1,0.5251851852,0.5611111111,0.4520833333,0.4729166667,0,-1,-1,-1,-1
frame_000110,163,tomato_flower,1,0.525,0.5555555556,0.4973958333,0.5145833333,0,-1,-1,-1,-1
frame_000110,164,tomato_flower,1,0.4703703704,0.4972222222,0.5020833333,0.5151041667,0,-1,-1,-1,-1
frame_000110,165,tomato_flower,1,0.7287037037,0.7657407407,0.4953125,0.5130208333,0,-1,-1,-1,-1
frame_000110,166,tomato_flower,1,0.85,0.8898148148,0.465625,0.4989583333,0,-1,-1,-1,-1
frame_000110,167,tomato_flower,1,0.5317037037,0.5440740741,0.2138802083,0.221171875,0,-1,-1,-1,-1
frame_000110,168,tomato_flower,1,0.5361111111,0.5785185185,0.1222916667,0.1475,0,-1,-1,-1,-1
frame_000110,169,tomato_flower,1,0.4971296296,0.5369444444,0.1284895833,0.1468541667,0,-1,-1,-1,-1
frame_000120,170,tomato_flower,1,0.5138425926,0.5496296296,0.1557291667,0.171875,0,-1,-1,-1,-1
frame_000120,171,tomato_flower,1,0.5981481481,0.6768518519,0.3807291667,0.4244791667,0,-1,-1,-1,-1
frame_000120,172,tomato_flower,1,0.612037037,0.675,0.4229166667,0.4515625,0,-1,-1,-1,-1
frame_000120,173,tomato_flower,1,0.6027777778,0.675,0.4447916667,0.478125,0,-1,-1,-1,-1
frame_000120,174,tomato_flower,1,0.5657407407,0.5925925926,0.4223958333,0.4463541667,0,-1,-1,-1,-1
frame_000120,175,tomato_flower,1,0.5287037037,0.5481481481,0.4239583333,0.4438020833,0,-1,-1,-1,-1
frame_000120,176,tomato_flower,1,0.5240740741,0.5592592593,0.4520833333,0.4729166667,0,-1,-1,-1,-1
frame_000120,177,tomato_flower,1,0.5240740741,0.5546296296,0.4984375,0.515625,0,-1,-1,-1,-1
frame_000120,178,tomato_flower,1,0.4694444444,0.4962962963,0.5015625,0.5145833333,0,-1,-1,-1,-1
frame_000120,179,tomato_flower,1,0.7268518519,0.7638888889,0.4958333333,0.5135416667,0,-1,-1,-1,-1
frame_000120,180,tomato_flower,1,0.8490740741,0.8888888889,0.4661458333,0.4994791667,0,-1,-1,-1,-1
frame_000120,181,tomato_flower,1,0.5315740741,0.5436111111,0.2128802083,0.220171875,0,-1,-1,-1,-1
frame_000120,182,tomato_flower,1,0.5342592593,0.5759259259,0.1234375,0.1484375,0,-1,-1,-1,-1
frame_000120,183,tomato_flower,1,0.4944444444,0.5342592593,0.1302083333,0.1484375,0,-1,-1,-1,-1
frame_000130,184,tomato_flower,1,0.512962963,0.5481481481,0.1578125,0.1739583333,0,-1,-1,-1,-1
frame_000130,185,tomato_flower,1,0.5962962963,0.675,0.3807291667,0.4244791667,0,-1,-1,-1,-1
frame_000130,186,tomato_flower,1,0.6101851852,0.6731481481,0.4234375,0.4520833333,0,-1,-1,-1,-1
frame_000130,187,tomato_flower,1,0.6009259259,0.6731481481,0.4447916667,0.478125,0,-1,-1,-1,-1
frame_000130,188,tomato_flower,1,0.5648148148,0.5916666667,0.421875,0.4458333333,0,-1,-1,-1,-1
frame_000130,189,tomato_flower,1,0.5268518519,0.5462962963,0.4239583333,0.44375,0,-1,-1,-1,-1
frame_000130,190,tomato_flower,1,0.5231481481,0.5583333333,0.4520833333,0.4729166667,0,-1,-1,-1,-1
frame_000130,191,tomato_flower,1,0.5222222222,0.5527777778,0.496875,0.5140625,0,-1,-1,-1,-1
frame_000130,192,tomato_flower,1,0.4685185185,0.4953703704,0.5010416667,0.5140625,0,-1,-1,-1,-1
frame_000130,193,tomato_flower,1,0.7259259259,0.762962963,0.4958333333,0.5135416667,0,-1,-1,-1,-1
frame_000130,194,tomato_flower,1,0.8481481481,0.887962963,0.4651041667,0.4984375,0,-1,-1,-1,-1
frame_000130,195,tomato_flower,1,0.5166666667,0.5287037037,0.2130208333,0.2203125,0,-1,-1,-1,-1
frame_000130,196,tomato_flower,1,0.5324074074,0.5740740741,0.125,0.15,0,-1,-1,-1,-1
frame_000130,197,tomato_flower,1,0.4925925926,0.5324074074,0.1322916667,0.1505208333,0,-1,-1,-1,-1
frame_000140,198,tomato_flower,1,0.512962963,0.5481481481,0.1578125,0.1739583333,0,-1,-1,-1,-1
frame_000140,199,tomato_flower,1,0.5962962963,0.675,0.3802083333,0.4239583333,0,-1,-1,-1,-1
frame_000140,200,tomato_flower,1,0.6101851852,0.6731481481,0.4229166667,0.4515625,0,-1,-1,-1,-1
frame_000140,201,tomato_flower,1,0.6009259259,0.6731481481,0.4447916667,0.478125,0,-1,-1,-1,-1
frame_000140,202,tomato_flower,1,0.562962963,0.5898148148,0.4223958333,0.4463541667,0,-1,-1,-1,-1
frame_000140,203,tomato_flower,1,0.5277777778,0.5472222222,0.4234375,0.4432291667,0,-1,-1,-1,-1
frame_000140,204,tomato_flower,1,0.5231481481,0.5583333333,0.4515625,0.4723958333,0,-1,-1,-1,-1
frame_000140,205,tomato_flower,1,0.5231481481,0.5537037037,0.49734375,0.51453125,0,-1,-1,-1,-1
frame_000140,206,tomato_flower,1,0.4675925926,0.4944444444,0.5010416667,0.5140625,0,-1,-1,-1,-1
frame_000140,207,tomato_flower,1,0.725,0.762037037,0.4958333333,0.5135416667,0,-1,-1,-1,-1
frame_000140,208,tomato_flower,1,0.8481481481,0.887962963,0.4645833333,0.4979166667,0,-1,-1,-1,-1
frame_000140,209,tomato_flower,1,0.5175925926,0.5296296296,0.2125,0.2197916667,0,-1,-1,-1,-1
frame_000140,210,tomato_flower,1,0.5324074074,0.5740740741,0.1255208333,0.1505208333,0,-1,-1,-1,-1
frame_000140,211,tomato_flower,1,0.4925925926,0.5324074074,0.1328125,0.1510416667,0,-1,-1,-1,-1
frame_000150,212,tomato_flower,1,0.512962963,0.5481481481,0.1567708333,0.1729166667,0,-1,-1,-1,-1
frame_000150,213,tomato_flower,1,0.5972222222,0.6759259259,0.3817708333,0.4234375,0,-1,-1,-1,-1
frame_000150,214,tomato_flower,1,0.6101851852,0.6731481481,0.4223958333,0.4510416667,0,-1,-1,-1,-1
frame_000150,215,tomato_flower,1,0.6009259259,0.6731481481,0.44375,0.4770833333,0,-1,-1,-1,-1
frame_000150,216,tomato_flower,1,0.5657407407,0.5925925926,0.4223958333,0.4463541667,0,-1,-1,-1,-1
frame_000150,217,tomato_flower,1,0.5278703704,0.5482407407,0.4239583333,0.44375,0,-1,-1,-1,-1
frame_000150,218,tomato_flower,1,0.5231481481,0.5583333333,0.4515625,0.4723958333,0,-1,-1,-1,-1
frame_000150,219,tomato_flower,1,0.5231481481,0.5537037037,0.4963541667,0.5149479167,0,-1,-1,-1,-1
frame_000150,220,tomato_flower,1,0.4685185185,0.4953703704,0.5015625,0.5145833333,0,-1,-1,-1,-1
frame_000150,221,tomato_flower,1,0.725,0.762037037,0.4958333333,0.5135416667,0,-1,-1,-1,-1
frame_000150,222,tomato_flower,1,0.8481481481,0.887962963,0.4651041667,0.4984375,0,-1,-1,-1,-1
frame_000150,223,tomato_flower,1,0.5157407407,0.5277777778,0.2125,0.2197916667,0,-1,-1,-1,-1
frame_000150,224,tomato_flower,1,0.5342592593,0.5759259259,0.1214583333,0.1478645833,0,-1,-1,-1,-1
frame_000150,225,tomato_flower,1,0.4935185185,0.5333333333,0.1280729167,0.1471875,0,-1,-1,-1,-1
frame_000160,226,tomato_flower,1,0.5112407407,0.5485185185,0.1506197917,0.166765625,0,-1,-1,-1,-1
frame_000160,227,tomato_flower,1,0.5981481481,0.6768518519,0.3817708333,0.4234375,0,-1,-1,-1,-1
frame_000160,228,tomato_flower,1,0.6111111111,0.6740740741,0.4223958333,0.4510416667,0,-1,-1,-1,-1
frame_000160,229,tomato_flower,1,0.6009259259,0.6731481481,0.44375,0.4770833333,0,-1,-1,-1,-1
frame_000160,230,tomato_flower,1,0.5638888889,0.5907407407,0.4229166667,0.446875,0,-1,-1,-1,-1
frame_000160,231,tomato_flower,1,0.5277777778,0.5481481481,0.4234375,0.4432291667,0,-1,-1,-1,-1
frame_000160,232,tomato_flower,1,0.5231481481,0.5583333333,0.4515625,0.4723958333,0,-1,-1,-1,-1
frame_000160,233,tomato_flower,1,0.5231481481,0.5537037037,0.4963541667,0.5145833333,0,-1,-1,-1,-1
frame_000160,234,tomato_flower,1,0.4685185185,0.4953703704,0.5015625,0.5145833333,0,-1,-1,-1,-1
frame_000160,235,tomato_flower,1,0.725,0.762037037,0.4958333333,0.5135416667,0,-1,-1,-1,-1
frame_000160,236,tomato_flower,1,0.8481481481,0.887962963,0.465625,0.4989583333,0,-1,-1,-1,-1
frame_000160,237,tomato_flower,1,0.5166666667,0.5287037037,0.2119791667,0.2192708333,0,-1,-1,-1,-1
frame_000160,238,tomato_flower,1,0.5342592593,0.5759259259,0.1192708333,0.1453125,0,-1,-1,-1,-1
frame_000160,239,tomato_flower,1,0.499537037,0.5375925926,0.125,0.14375,0,-1,-1,-1,-1
frame_000170,240,tomato_flower,1,0.512962963,0.55,0.1473958333,0.1648958333,0,-1,-1,-1,-1
