ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside
frame_000030,,tomato_flower,1,0.7305555555555555,0.7675925925925926,0.49635416666666665,0.5140625,0,-1,-1,-1,-1
frame_000030,,tomato_flower,1,0.8527777777777777,0.8925925925925926,0.4671875,0.5005208333333333,0,-1,-1,-1,-1
frame_000030,,tomato_flower,1,0.5193703703703704,0.5332592592592592,0.21499479166666668,0.22228645833333335,0,-1,-1,-1,-1
frame_000030,,tomato_flower,1,0.5351851851851852,0.5787037037037037,0.12552083333333333,0.15,0,-1,-1,-1,-1
frame_000030,,tomato_flower,1,0.4957407407407407,0.5361111111111111,0.13125,0.1484375,0,-1,-1,-1,-1
frame_000040,,tomato_flower,1,0.512962962962963,0.549074074074074,0.15729166666666666,0.17395833333333333,0,-1,-1,-1,-1
frame_000040,,tomato_flower,1,0.6027777777777777,0.6814814814814815,0.38385416666666666,0.42552083333333335,0,-1,-1,-1,-1
frame_000040,,tomato_flower,1,0.6166666666666667,0.6796296296296296,0.4244791666666667,0.453125,0,-1,-1,-1,-1
frame_000040,,tomato_flower,1,0.6074074074074074,0.6796296296296296,0.44635416666666666,0.4796875,0,-1,-1,-1,-1
frame_000040,,tomato_flower,1,0.5712962962962963,0.5962962962962963,0.4234375,0.44635416666666666,0,-1,-1,-1,-1
frame_000040,,tomato_flower,1,0.5333333333333333,0.5527777777777778,0.425,0.44114583333333335,0,-1,-1,-1,-1
frame_000040,,tomato_flower,1,0.5296296296296297,0.562962962962963,0.453125,0.4739583333333333,0,-1,-1,-1,-1
frame_000040,,tomato_flower,1,0.5259259259259259,0.5564814814814815,0.4979166666666667,0.5145833333333333,0,-1,-1,-1,-1
frame_000040,,tomato_flower,1,0.4722222222222222,0.49907407407407406,0.5026041666666666,0.515625,0,-1,-1,-1,-1
frame_000040,,tomato_flower,1,0.7314814814814815,0.7685185185185185,0.49635416666666665,0.5140625,0,-1,-1,-1,-1
frame_000040,,tomato_flower,1,0.8527777777777777,0.8925925925925926,0.4671875,0.5005208333333333,0,-1,-1,-1,-1
frame_000040,,tomato_flower,1,0.5212962962962963,0.5351851851851852,0.2140625,0.22135416666666666,0,-1,-1,-1,-1
frame_000040,,tomato_flower,1,0.5333333333333333,0.5768518518518518,0.12552083333333333,0.15,0,-1,-1,-1,-1
frame_000040,,tomato_flower,1,0.49444444444444446,0.5342592592592592,0.13072916666666667,0.14791666666666667,0,-1,-1,-1,-1
frame_000050,,tomato_flower,1,0.5126388888888889,0.54875,0.1553125,0.170625,0,-1,-1,-1,-1
frame_000050,,tomato_flower,1,0.6027777777777777,0.6814814814814815,0.3848958333333333,0.4265625,0,-1,-1,-1,-1
frame_000050,,tomato_flower,1,0.6157407407407407,0.6787037037037037,0.425,0.45364583333333336,0,-1,-1,-1,-1
frame_000050,,tomato_flower,1,0.6074074074074074,0.6796296296296296,0.446875,0.48020833333333335,0,-1,-1,-1,-1
frame_000050,,tomato_flower,1,0.5712962962962963,0.5962962962962963,0.4234375,0.44635416666666666,0,-1,-1,-1,-1
frame_000050,,tomato_flower,1,0.5324074074074074,0.5518518518518518,0.425,0.44114583333333335,0,-1,-1,-1,-1
frame_000050,,tomato_flower,1,0.5296296296296297,0.562962962962963,0.453125,0.4739583333333333,0,-1,-1,-1,-1
frame_000050,,tomato_flower,1,0.5259259259259259,0.5564814814814815,0.4979166666666667,0.5145833333333333,0,-1,-1,-1,-1
frame_000050,,tomato_flower,1,0.4722222222222222,0.49907407407407406,0.5026041666666666,0.515625,0,-1,-1,-1,-1
frame_000050,,tomato_flower,1,0.7314814814814815,0.7685185185185185,0.496875,0.5145833333333333,0,-1,-1,-1,-1
frame_000050,,tomato_flower,1,0.8527777777777777,0.8925925925925926,0.46770833333333334,0.5010416666666667,0,-1,-1,-1,-1
frame_000050,,tomato_flower,1,0.5166666666666667,0.5305555555555556,0.21354166666666666,0.22083333333333333,0,-1,-1,-1,-1
frame_000050,,tomato_flower,1,0.5342592592592592,0.5777777777777777,0.12255208333333334,0.1484375,0,-1,-1,-1,-1
frame_000050,,tomato_flower,1,0.49444444444444446,0.5342592592592592,0.1296875,0.146875,0,-1,-1,-1,-1
frame_000060,,tomato_flower,1,0.5120370370370371,0.5501851851851852,0.15260416666666668,0.16869791666666664,0,-1,-1,-1,-1
frame_000060,,tomato_flower,1,0.600925925925926,0.6796296296296296,0.3859375,0.4276041666666667,0,-1,-1,-1,-1
frame_000060,,tomato_flower,1,0.6138888888888889,0.6768518518518518,0.42604166666666665,0.4546875,0,-1,-1,-1,-1
frame_000060,,tomato_flower,1,0.6064814814814815,0.6787037037037037,0.4479166666666667,0.48125,0,-1,-1,-1,-1
frame_000060,,tomato_flower,1,0.5712962962962963,0.5962962962962963,0.4254375,0.44786458333333334,0,-1,-1,-1,-1
frame_000060,,tomato_flower,1,0.5329074074074074,0.5523518518518519,0.4264010416666667,0.442546875,0,-1,-1,-1,-1
frame_000060,,tomato_flower,1,0.5296296296296297,0.562962962962963,0.453125,0.4739583333333333,0,-1,-1,-1,-1
frame_000060,,tomato_flower,1,0.5259259259259259,0.5570370370370371,0.4979166666666667,0.5153645833333333,0,-1,-1,-1,-1
frame_000060,,tomato_flower,1,0.4722222222222222,0.49907407407407406,0.5026041666666666,0.515625,0,-1,-1,-1,-1
frame_000060,,tomato_flower,1,0.7305555555555555,0.7675925925925926,0.4973958333333333,0.5151041666666667,0,-1,-1,-1,-1
frame_000060,,tomato_flower,1,0.8527777777777777,0.8925925925925926,0.46770833333333334,0.5010416666666667,0,-1,-1,-1,-1
frame_000060,,tomato_flower,1,0.5190462962962964,0.5329351851851852,0.214359375,0.22165104166666666,0,-1,-1,-1,-1
frame_000060,,tomato_flower,1,0.5361111111111111,0.5796296296296296,0.12083333333333333,0.14635416666666667,0,-1,-1,-1,-1
frame_000060,,tomato_flower,1,0.49745370370370373,0.5372685185185185,0.126859375,0.144046875,0,-1,-1,-1,-1
frame_000070,,tomato_flower,1,0.5120370370370371,0.55,0.15052083333333333,0.16614583333333333,0,-1,-1,-1,-1
frame_000070,,tomato_flower,1,0.5990740740740741,0.6777777777777778,0.38645833333333335,0.428125,0,-1,-1,-1,-1
frame_000070,,tomato_flower,1,0.6129629629629629,0.6759259259259259,0.4265625,0.4552083333333333,0,-1,-1,-1,-1
frame_000070,,tomato_flower,1,0.6055555555555555,0.6777777777777778,0.4484375,0.4817708333333333,0,-1,-1,-1,-1
frame_000070,,tomato_flower,1,0.5722222222222222,0.5962037037037037,0.4250416666666667,0.44743750000000004,0,-1,-1,-1,-1
frame_000070,,tomato_flower,1,0.5314814814814814,0.5509259259259259,0.42604166666666665,0.4421875,0,-1,-1,-1,-1
frame_000070,,tomato_flower,1,0.5296296296296297,0.562962962962963,0.453125,0.4739583333333333,0,-1,-1,-1,-1
frame_000070,,tomato_flower,1,0.525,0.5555555555555556,0.4979166666666667,0.5151041666666667,0,-1,-1,-1,-1
frame_000070,,tomato_flower,1,0.47129629629629627,0.4981481481481482,0.5020833333333333,0.5151041666666667,0,-1,-1,-1,-1
frame_000070,,tomato_flower,1,0.7297037037037037,0.7667407407407408,0.49776562500000004,0.5154739583333333,0,-1,-1,-1,-1
frame_000070,,tomato_flower,1,0.8518518518518519,0.8916666666666667,0.46822916666666664,0.5015625,0,-1,-1,-1,-1
frame_000070,,tomato_flower,1,0.5194444444444445,0.5333333333333333,0.21458333333333332,0.221875,0,-1,-1,-1,-1
frame_000070,,tomato_flower,1,0.5396851851851852,0.5832037037037037,0.12002083333333333,0.14554166666666665,0,-1,-1,-1,-1
frame_000070,,tomato_flower,1,0.5009259259259259,0.5407407407407407,0.125,0.1421875,0,-1,-1,-1,-1
frame_000080,,tomato_flower,1,0.5138888888888888,0.5518518518518518,0.15,0.165625,0,-1,-1,-1,-1
frame_000080,,tomato_flower,1,0.5990740740740741,0.6777777777777778,0.38385416666666666,0.4276041666666667,0,-1,-1,-1,-1
frame_000080,,tomato_flower,1,0.6129629629629629,0.6759259259259259,0.42604166666666665,0.4546875,0,-1,-1,-1,-1
frame_000080,,tomato_flower,1,0.6046296296296296,0.6768518518518518,0.4479166666666667,0.48125,0,-1,-1,-1,-1
frame_000080,,tomato_flower,1,0.5731481481481482,0.5962962962962963,0.4244791666666667,0.446875,0,-1,-1,-1,-1
frame_000080,,tomato_flower,1,0.5314814814814814,0.5509259259259259,0.42604166666666665,0.4421875,0,-1,-1,-1,-1
frame_000080,,tomato_flower,1,0.5287037037037037,0.562037037037037,0.453125,0.4739583333333333,0,-1,-1,-1,-1
frame_000080,,tomato_flower,1,0.5259259259259259,0.5564814814814815,0.4979166666666667,0.5151041666666667,0,-1,-1,-1,-1
frame_000080,,tomato_flower,1,0.47129629629629627,0.4981481481481482,0.5020833333333333,0.5151041666666667,0,-1,-1,-1,-1
frame_000080,,tomato_flower,1,0.7287037037037037,0.7657407407407407,0.496875,0.5145833333333333,0,-1,-1,-1,-1
frame_000080,,tomato_flower,1,0.8518518518518519,0.8916666666666667,0.46822916666666664,0.5015625,0,-1,-1,-1,-1
frame_000080,,tomato_flower,1,0.5198981481481482,0.533787037037037,0.21405208333333334,0.22134375,0,-1,-1,-1,-1
frame_000080,,tomato_flower,1,0.5398148148148149,0.5833333333333334,0.11875,0.14427083333333332,0,-1,-1,-1,-1
frame_000080,,tomato_flower,1,0.5027777777777778,0.5425925925925926,0.12395833333333334,0.14114583333333333,0,-1,-1,-1,-1
frame_000090,,tomato_flower,1,0.5138888888888888,0.5518518518518518,0.14947916666666666,0.16708333333333333,0,-1,-1,-1,-1
frame_000090,,tomato_flower,1,0.5990740740740741,0.6777777777777778,0.38177083333333334,0.42552083333333335,0,-1,-1,-1,-1
frame_000090,,tomato_flower,1,0.6138888888888889,0.6768518518518518,0.4244791666666667,0.453125,0,-1,-1,-1,-1
frame_000090,,tomato_flower,1,0.6046296296296296,0.6768518518518518,0.44635416666666666,0.4796875,0,-1,-1,-1,-1
frame_000090,,tomato_flower,1,0.5712962962962963,0.5944444444444444,0.4239583333333333,0.44635416666666666,0,-1,-1,-1,-1
frame_000090,,tomato_flower,1,0.5296296296296297,0.549074074074074,0.42552083333333335,0.44166666666666665,0,-1,-1,-1,-1
frame_000090,,tomato_flower,1,0.5277777777777778,0.5611111111111111,0.453125,0.4739583333333333,0,-1,-1,-1,-1
frame_000090,,tomato_flower,1,0.5259259259259259,0.5564814814814815,0.4973958333333333,0.5145833333333333,0,-1,-1,-1,-1
frame_000090,,tomato_flower,1,0.4703703703703704,0.49722222222222223,0.5020833333333333,0.5151041666666667,0,-1,-1,-1,-1
frame_000090,,tomato_flower,1,0.7296296296296296,0.7666666666666667,0.49583333333333335,0.5135416666666667,0,-1,-1,-1,-1
frame_000090,,tomato_flower,1,0.8518518518518519,0.8916666666666667,0.4671875,0.5005208333333333,0,-1,-1,-1,-1
frame_000090,,tomato_flower,1,0.5194444444444445,0.5333333333333333,0.21302083333333333,0.2203125,0,-1,-1,-1,-1
frame_000090,,tomato_flower,1,0.5416666666666666,0.5851851851851851,0.11822916666666666,0.14375,0,-1,-1,-1,-1
frame_000090,,tomato_flower,1,0.5027777777777778,0.5425925925925926,0.1234375,0.140625,0,-1,-1,-1,-1
frame_000100,,tomato_flower,1,0.5148148148148148,0.5516666666666666,0.15166666666666667,0.16796875,0,-1,-1,-1,-1
frame_000100,,tomato_flower,1,0.6,0.6787037037037037,0.3802083333333333,0.4239583333333333,0,-1,-1,-1,-1
frame_000100,,tomato_flower,1,0.6138888888888889,0.6768518518518518,0.42291666666666666,0.4515625,0,-1,-1,-1,-1
frame_000100,,tomato_flower,1,0.6046296296296296,0.6768518518518518,0.44479166666666664,0.478125,0,-1,-1,-1,-1
frame_000100,,tomato_flower,1,0.5683333333333332,0.5935185185185186,0.4234375,0.44583333333333336,0,-1,-1,-1,-1
frame_000100,,tomato_flower,1,0.5287037037037037,0.5481481481481482,0.425,0.44114583333333335,0,-1,-1,-1,-1
frame_000100,,tomato_flower,1,0.5277777777777778,0.5611111111111111,0.45260416666666664,0.4734375,0,-1,-1,-1,-1
frame_000100,,tomato_flower,1,0.525,0.5555555555555556,0.4973958333333333,0.5145833333333333,0,-1,-1,-1,-1
frame_000100,,tomato_flower,1,0.4703703703703704,0.49722222222222223,0.5020833333333333,0.5151041666666667,0,-1,-1,-1,-1
frame_000100,,tomato_flower,1,0.7287037037037037,0.7657407407407407,0.49583333333333335,0.5135416666666667,0,-1,-1,-1,-1
frame_000100,,tomato_flower,1,0.850925925925926,0.8907407407407407,0.4661458333333333,0.49947916666666664,0,-1,-1,-1,-1
frame_000100,,tomato_flower,1,0.5203703703703704,0.5342592592592592,0.2140625,0.22135416666666666,0,-1,-1,-1,-1
frame_000100,,tomato_flower,1,0.5388888888888889,0.5824074074074074,0.12078125,0.14677083333333335,0,-1,-1,-1,-1
frame_000100,,tomato_flower,1,0.5018518518518519,0.5416666666666666,0.1234375,0.14385416666666667,0,-1,-1,-1,-1
frame_000110,,tomato_flower,1,0.5101574074074074,0.5491666666666667,0.15402083333333336,0.1701666666666667,0,-1,-1,-1,-1
frame_000110,,tomato_flower,1,0.6,0.6787037037037037,0.3802083333333333,0.4239583333333333,0,-1,-1,-1,-1
frame_000110,,tomato_flower,1,0.6138888888888889,0.6768518518518518,0.42291666666666666,0.4515625,0,-1,-1,-1,-1
frame_000110,,tomato_flower,1,0.6037037037037037,0.6759259259259259,0.44427083333333334,0.47760416666666666,0,-1,-1,-1,-1
frame_000110,,tomato_flower,1,0.5654629629629631,0.5925925925925926,0.42291666666666666,0.44734375,0,-1,-1,-1,-1
frame_000110,,tomato_flower,1,0.5287037037037037,0.5481481481481482,0.425,0.44114583333333335,0,-1,-1,-1,-1
frame_000110,,tomato_flower,1,0.5251851851851852,0.5611111111111111,0.45208333333333334,0.47291666666666665,0,-1,-1,-1,-1
frame_000110,,tomato_flower,1,0.525,0.5555555555555556,0.4973958333333333,0.5145833333333333,0,-1,-1,-1,-1
frame_000110,,tomato_flower,1,0.4703703703703704,0.49722222222222223,0.5020833333333333,0.5151041666666667,0,-1,-1,-1,-1
frame_000110,,tomato_flower,1,0.7287037037037037,0.7657407407407407,0.4953125,0.5130208333333334,0,-1,-1,-1,-1
frame_000110,,tomato_flower,1,0.85,0.8898148148148148,0.465625,0.49895833333333334,0,-1,-1,-1,-1
frame_000110,,tomato_flower,1,0.5317037037037037,0.544074074074074,0.21388020833333332,0.221171875,0,-1,-1,-1,-1
frame_000110,,tomato_flower,1,0.5361111111111111,0.5785185185185184,0.12229166666666667,0.1475,0,-1,-1,-1,-1
frame_000110,,tomato_flower,1,0.4971296296296296,0.5369444444444444,0.12848958333333332,0.14685416666666665,0,-1,-1,-1,-1
frame_000120,,tomato_flower,1,0.5138425925925927,0.5496296296296297,0.15572916666666667,0.171875,0,-1,-1,-1,-1
frame_000120,,tomato_flower,1,0.5981481481481481,0.6768518518518518,0.3807291666666667,0.4244791666666667,0,-1,-1,-1,-1
frame_000120,,tomato_flower,1,0.612037037037037,0.675,0.42291666666666666,0.4515625,0,-1,-1,-1,-1
frame_000120,,tomato_flower,1,0.6027777777777777,0.675,0.44479166666666664,0.478125,0,-1,-1,-1,-1
frame_000120,,tomato_flower,1,0.5657407407407408,0.5925925925925926,0.42239583333333336,0.44635416666666666,0,-1,-1,-1,-1
frame_000120,,tomato_flower,1,0.5287037037037037,0.5481481481481482,0.4239583333333333,0.4438020833333333,0,-1,-1,-1,-1
frame_000120,,tomato_flower,1,0.524074074074074,0.5592592592592592,0.45208333333333334,0.47291666666666665,0,-1,-1,-1,-1
frame_000120,,tomato_flower,1,0.524074074074074,0.5546296296296296,0.4984375,0.515625,0,-1,-1,-1,-1
frame_000120,,tomato_flower,1,0.46944444444444444,0.4962962962962963,0.5015625,0.5145833333333333,0,-1,-1,-1,-1
frame_000120,,tomato_flower,1,0.7268518518518519,0.7638888888888888,0.49583333333333335,0.5135416666666667,0,-1,-1,-1,-1
frame_000120,,tomato_flower,1,0.8490740740740741,0.8888888888888888,0.4661458333333333,0.49947916666666664,0,-1,-1,-1,-1
frame_000120,,tomato_flower,1,0.5315740740740741,0.5436111111111112,0.21288020833333335,0.22017187500000002,0,-1,-1,-1,-1
frame_000120,,tomato_flower,1,0.5342592592592592,0.575925925925926,0.1234375,0.1484375,0,-1,-1,-1,-1
frame_000120,,tomato_flower,1,0.49444444444444446,0.5342592592592592,0.13020833333333334,0.1484375,0,-1,-1,-1,-1
frame_000130,,tomato_flower,1,0.512962962962963,0.5481481481481482,0.1578125,0.17395833333333333,0,-1,-1,-1,-1
frame_000130,,tomato_flower,1,0.5962962962962963,0.675,0.3807291666666667,0.4244791666666667,0,-1,-1,-1,-1
frame_000130,,tomato_flower,1,0.6101851851851852,0.6731481481481482,0.4234375,0.45208333333333334,0,-1,-1,-1,-1
frame_000130,,tomato_flower,1,0.600925925925926,0.6731481481481482,0.44479166666666664,0.478125,0,-1,-1,-1,-1
frame_000130,,tomato_flower,1,0.5648148148148148,0.5916666666666667,0.421875,0.44583333333333336,0,-1,-1,-1,-1
frame_000130,,tomato_flower,1,0.5268518518518519,0.5462962962962963,0.4239583333333333,0.44375,0,-1,-1,-1,-1
frame_000130,,tomato_flower,1,0.5231481481481481,0.5583333333333333,0.45208333333333334,0.47291666666666665,0,-1,-1,-1,-1
frame_000130,,tomato_flower,1,0.5222222222222223,0.5527777777777778,0.496875,0.5140625,0,-1,-1,-1,-1
frame_000130,,tomato_flower,1,0.4685185185185185,0.49537037037037035,0.5010416666666667,0.5140625,0,-1,-1,-1,-1
frame_000130,,tomato_flower,1,0.725925925925926,0.762962962962963,0.49583333333333335,0.5135416666666667,0,-1,-1,-1,-1
frame_000130,,tomato_flower,1,0.8481481481481481,0.887962962962963,0.46510416666666665,0.4984375,0,-1,-1,-1,-1
frame_000130,,tomato_flower,1,0.5166666666666667,0.5287037037037037,0.21302083333333333,0.2203125,0,-1,-1,-1,-1
frame_000130,,tomato_flower,1,0.5324074074074074,0.5740740740740741,0.125,0.15,0,-1,-1,-1,-1
frame_000130,,tomato_flower,1,0.4925925925925926,0.5324074074074074,0.13229166666666667,0.15052083333333333,0,-1,-1,-1,-1
frame_000140,,tomato_flower,1,0.512962962962963,0.5481481481481482,0.1578125,0.17395833333333333,0,-1,-1,-1,-1
frame_000140,,tomato_flower,1,0.5962962962962963,0.675,0.3802083333333333,0.4239583333333333,0,-1,-1,-1,-1
frame_000140,,tomato_flower,1,0.6101851851851852,0.6731481481481482,0.42291666666666666,0.4515625,0,-1,-1,-1,-1
frame_000140,,tomato_flower,1,0.600925925925926,0.6731481481481482,0.44479166666666664,0.478125,0,-1,-1,-1,-1
frame_000140,,tomato_flower,1,0.562962962962963,0.5898148148148148,0.42239583333333336,0.44635416666666666,0,-1,-1,-1,-1
frame_000140,,tomato_flower,1,0.5277777777777778,0.5472222222222223,0.4234375,0.4432291666666667,0,-1,-1,-1,-1
frame_000140,,tomato_flower,1,0.5231481481481481,0.5583333333333333,0.4515625,0.47239583333333335,0,-1,-1,-1,-1
frame_000140,,tomato_flower,1,0.5231481481481481,0.5537037037037037,0.49734375,0.51453125,0,-1,-1,-1,-1
frame_000140,,tomato_flower,1,0.4675925925925926,0.49444444444444446,0.5010416666666667,0.5140625,0,-1,-1,-1,-1
frame_000140,,tomato_flower,1,0.725,0.7620370370370371,0.49583333333333335,0.5135416666666667,0,-1,-1,-1,-1
frame_000140,,tomato_flower,1,0.8481481481481481,0.887962962962963,0.46458333333333335,0.4979166666666667,0,-1,-1,-1,-1
frame_000140,,tomato_flower,1,0.5175925925925926,0.5296296296296297,0.2125,0.21979166666666666,0,-1,-1,-1,-1
frame_000140,,tomato_flower,1,0.5324074074074074,0.5740740740740741,0.12552083333333333,0.15052083333333333,0,-1,-1,-1,-1
frame_000140,,tomato_flower,1,0.4925925925925926,0.5324074074074074,0.1328125,0.15104166666666666,0,-1,-1,-1,-1
frame_000150,,tomato_flower,1,0.512962962962963,0.5481481481481482,0.15677083333333333,0.17291666666666666,0,-1,-1,-1,-1
frame_000150,,tomato_flower,1,0.5972222222222222,0.6759259259259259,0.38177083333333334,0.4234375,0,-1,-1,-1,-1
frame_000150,,tomato_flower,1,0.6101851851851852,0.6731481481481482,0.42239583333333336,0.4510416666666667,0,-1,-1,-1,-1
frame_000150,,tomato_flower,1,0.600925925925926,0.6731481481481482,0.44375,0.47708333333333336,0,-1,-1,-1,-1
frame_000150,,tomato_flower,1,0.5657407407407408,0.5925925925925926,0.42239583333333336,0.44635416666666666,0,-1,-1,-1,-1
frame_000150,,tomato_flower,1,0.5278703703703704,0.5482407407407408,0.4239583333333333,0.44375,0,-1,-1,-1,-1
frame_000150,,tomato_flower,1,0.5231481481481481,0.5583333333333333,0.4515625,0.47239583333333335,0,-1,-1,-1,-1
frame_000150,,tomato_flower,1,0.5231481481481481,0.5537037037037037,0.49635416666666665,0.5149479166666667,0,-1,-1,-1,-1
